ibt;cdf
20.34306526184082;4.91497100167109e-05
20.473015308380127;0.0002457485500835545
20.602965354919434;0.000491497100167109
20.73291540145874;0.0008355450702840853
20.862865447998047;0.00108129362036764
20.992815494537354;0.001572790720534749
21.12276554107666;0.0020642878207018578
21.252715587615967;0.002457485500835545
21.382665634155273;0.0028015334709525215
21.51261568069458;0.003145581441069498
21.642565727233887;0.0035387791212031852
21.772515773773193;0.0038336773813034504
21.9024658203125;0.004472623611520693
22.032415866851807;0.004914971001671091
22.162365913391113;0.005308168681804778
22.29231595993042;0.005652216651921754
22.422266006469727;0.006143713752088864
22.552216053009033;0.006635210852255972
22.68216609954834;0.0072250073724565034
22.812116146087646;0.00756905534257348
22.942066192626953;0.008011402732723877
23.07201623916626;0.008257151282807431
23.201966285705566;0.008502899832890987
23.331916332244873;0.008945247223041384
23.46186637878418;0.00933844490317507
23.591816425323486;0.009633343163275337
23.721766471862793;0.010370588813526
23.8517165184021;0.011009535043743243
23.981666564941406;0.012139978374127593
24.111616611480713;0.012926373734394968
24.24156665802002;0.014204266194829451
24.371516704559326;0.014990661555096825
24.501466751098633;0.0162194043055146
24.63141679763794;0.017644745895999216
24.761366844177246;0.018775189226383566
24.891316890716553;0.019758183426717785
25.02126693725586;0.02054457878698516
25.151216983795166;0.021330974147252532
25.281167030334473;0.02182247124741964
25.41111707687378;0.02329696254792097
25.541067123413086;0.02437825616828861
25.671017169952393;0.025213801238572694
25.8009672164917;0.026295094858940334
25.930917263031006;0.027327238769291263
26.060867309570312;0.028211933549592057
26.19081735610962;0.029244077459942987
26.320767402648926;0.030816868180477738
26.450717449188232;0.03214391035092893
26.58066749572754;0.033323503391329994
26.710617542266846;0.03465054556178119
26.840567588806152;0.035928438022215674
26.97051763534546;0.03700973164258331
27.100467681884766;0.038729971493168196
27.230417728424072;0.03986041482355254
27.36036777496338;0.04133490612405387
27.490317821502686;0.042661948294505064
27.620267868041992;0.04438218814508995
27.7502179145813;0.04570923031554114
27.880167961120605;0.047134571906025755
28.010118007659912;0.04826501523641011
28.14006805419922;0.04954290769684459
28.270018100738525;0.050034404797011704
28.399968147277832;0.05106654870736263
28.52991819381714;0.05170549493757987
28.659868240356445;0.05298338739801436
28.789818286895752;0.054654477538582526
28.91976833343506;0.05598151970903372
29.049718379974365;0.057259412169468206
29.179668426513672;0.058488154919885973
29.30961847305298;0.059421999410203485
29.439568519592285;0.061289688390838495
29.569518566131592;0.06281332940135653
29.6994686126709;0.06477931780202498
29.829418659210205;0.06654870736262657
29.95936870574951;0.06817064779317802
30.08931875228882;0.06974343851371277
30.219268798828125;0.07215177430453161
30.34921884536743;0.0739211638651332
30.47916889190674;0.07588715226580163
30.609118938446045;0.07839378747665389
30.73906898498535;0.08080212326747273
30.869019031524658;0.08375110586847538
30.998969078063965;0.08758478324977884
31.12891912460327;0.09141846063108228
31.258869171142578;0.09726727612307089
31.388819217681885;0.10341098987515975
31.51876926422119;0.11319178216848522
31.648719310760498;0.1271011501032144
31.778669357299805;0.14346800353877914
31.90861940383911;0.15708247321340804
32.03856945037842;0.1686818047773518
32.168519496917725;0.182591172712081
32.29846954345703;0.19807333136734495
32.42841958999634;0.21267079524230809
32.558369636535645;0.23051213997837414
32.68831968307495;0.2522363118057604
32.81826972961426;0.27971099970510177
32.948219776153564;0.3135751499066156
33.07816982269287;0.35427110980045223
33.20811986923218;0.41246436646023793
33.338069915771484;0.4861397817752876
33.46801996231079;0.5609456404207215
33.5979700088501;0.6239064189521282
33.727920055389404;0.674432320849307
33.85787010192871;0.7105082080015728
33.98782014846802;0.7389658901012485
34.117770195007324;0.7613290081588518
34.24772024154663;0.7794652511550182
34.37767028808594;0.7959304040106163
34.507620334625244;0.8110685146957634
34.63757038116455;0.8258134277007766
34.76752042770386;0.8387398014351716
34.897470474243164;0.8522068219797504
35.02742052078247;0.86655853730463
35.15737056732178;0.8803696058193257
35.287320613861084;0.8913299911530522
35.41727066040039;0.899193944755726
35.5472207069397;0.9060749041580655
35.677170753479004;0.9104000786395361
35.80712080001831;0.9144795045709231
35.93707084655762;0.9181165831121597
36.067020893096924;0.9211638651331957
36.19697093963623;0.9243094465742653
36.32692098617554;0.9265703332350339
36.456871032714844;0.9288803696058193
36.58682107925415;0.9307972082964711
36.71677112579346;0.9327140469871228
36.846721172332764;0.9345325862577412
36.97667121887207;0.9364985746584096
37.10662126541138;0.9382679642190112
37.236571311950684;0.9399390543595794
37.36652135848999;0.9414626953700974
37.4964714050293;0.9427405878305318
37.6264214515686;0.9440184802909664
37.75637149810791;0.9460336184016515
37.88632154464722;0.9475572594121695
38.01627159118652;0.948491103902487
38.14622163772583;0.9493757986827878
38.27617168426514;0.9506045414332056
38.40612173080444;0.9518332841836233
38.53607177734375;0.9533569251941414
38.66602182388306;0.9544382188145091
38.79597187042236;0.9555686621448933
38.92592191696167;0.9569448540253613
39.05587196350098;0.9579769979357122
39.18582201004028;0.9593531898161801
39.31577205657959;0.9608768308266982
39.4457221031189;0.9622530227071661
39.5756721496582;0.9635309151676006
39.70562219619751;0.9647596579180183
39.835572242736816;0.9662832989285364
39.96552228927612;0.9675611913889709
40.09547233581543;0.9691339821095056
40.225422382354736;0.9705101739899735
40.35537242889404;0.971444018480291
40.48532247543335;0.9723287132605918
40.615272521972656;0.9731151086208591
40.74522256851196;0.9742947016612602
40.87517261505127;0.9756217438317114
41.005122661590576;0.9770470854221961
41.13507270812988;0.9782758281726138
41.26502275466919;0.9795537206330484
41.394972801208496;0.9803892657033324
41.5249228477478;0.9812248107736165
