ift;cdf
8.398056030273438;3.9856516540454363e-05
8.50520372390747;0.00015942606616181745
8.612351417541504;0.00023913909924272615
8.719499111175537;0.00035870864886408926
8.82664680480957;0.0005181347150259067
8.933794498443604;0.0007971303308090873
9.040942192077637;0.000876843363889996
9.14808988571167;0.0009166998804304504
9.255237579345703;0.0009964129135113591
9.362385272979736;0.0011956954962136308
9.46953296661377;0.0013551215623754482
9.576680660247803;0.0016341171781586287
9.683828353881836;0.0019529693104822637
9.79097604751587;0.0023515344758868076
9.898123741149902;0.002510960542048625
10.005271434783936;0.0026305300916699883
10.112419128417969;0.0028696691909127145
10.219566822052002;0.0032283778397768034
10.326714515686035;0.0034675169390195296
10.433862209320068;0.003706656038262256
10.541009902954102;0.003985651654045436
10.648157596588135;0.004065364687126345
10.755305290222168;0.004503786369071343
10.862452983856201;0.004822638501394977
10.969600677490234;0.005181347150259067
11.076748371124268;0.005579912315663611
11.1838960647583;0.005779194898365882
11.291043758392334;0.0061777600637704265
11.398191452026367;0.006616181745715424
11.5053391456604;0.00713431646074133
11.612486839294434;0.007692307692307692
11.719634532928467;0.008090872857712235
11.8267822265625;0.008648864089278596
11.933929920196533;0.009206855320844958
12.041077613830566;0.009645277002789956
12.1482253074646;0.010442407333599043
12.255373001098633;0.01159824631327222
12.362520694732666;0.012833798326026305
12.4696683883667;0.013630928656835392
12.576816082000732;0.015185332801913112
12.683963775634766;0.01654045436428856
12.791111469268799;0.018055001992825826
12.898259162902832;0.01980868872060582
13.005406856536865;0.02172180151454763
13.112554550170898;0.023714627341570347
13.219702243804932;0.026026305300916697
13.326849937438965;0.028377839776803505
13.433997631072998;0.03080908728577122
13.541145324707031;0.03367875647668394
13.648293018341064;0.03726584296532483
13.755440711975098;0.04133120765245117
13.86258840560913;0.04547628537265843
13.969736099243164;0.049740932642487044
14.076883792877197;0.054882423276205655
14.18403148651123;0.05906735751295337
14.291179180145264;0.06381028298126744
14.398326873779297;0.06891191709844559
14.50547456741333;0.0752889597449183
14.612622261047363;0.0822638501394978
14.719769954681396;0.09067357512953368
14.82691764831543;0.09908330011956955
14.934065341949463;0.10725388601036269
15.041213035583496;0.11777600637704265
15.14836072921753;0.12770027899561578
15.255508422851562;0.139298525308888
15.362656116485596;0.1525707453168593
15.469803810119629;0.16600239139099243
15.576951503753662;0.18086887206058191
15.684099197387695;0.19577520924671182
15.791246891021729;0.2133519330410522
15.898394584655762;0.23220406536468713
16.005542278289795;0.2555599840573934
16.112689971923828;0.2801115982463133
16.21983766555786;0.3110003985651654
16.326985359191895;0.34336388999601436
16.434133052825928;0.382981267437226
16.54128074645996;0.42383419689119173
16.648428440093994;0.46767636508569155
16.755576133728027;0.5155838979673176
16.86272382736206;0.5607413312076525
16.969871520996094;0.6043443603029095
17.077019214630127;0.6445994420087684
17.18416690826416;0.6798326026305301
17.291314601898193;0.7161817457154245
17.398462295532227;0.7473893981666002
17.50560998916626;0.7739736946990833
17.612757682800293;0.797807891590275
17.719905376434326;0.8196094061379036
17.82705307006836;0.8382223993622957
17.934200763702393;0.8538062973296134
18.041348457336426;0.8679952172180152
18.14849615097046;0.8812674372259864
18.255643844604492;0.8919888401753687
18.362791538238525;0.902192108409725
18.46993923187256;0.9106018333997609
18.577086925506592;0.9190514149063372
18.684234619140625;0.9264248704663213
18.791382312774658;0.9330809087285772
18.89853000640869;0.9407732164208849
19.005677700042725;0.9458349940215225
19.112825393676758;0.9510561976883221
19.21997308731079;0.9564766839378238
19.327120780944824;0.9596652052610601
19.434268474578857;0.9632522917497011
19.54141616821289;0.966759665205261
19.648563861846924;0.969390195296931
19.755711555480957;0.9723395775209247
19.86285924911499;0.974651255480271
19.970006942749023;0.9762853726584296
20.077154636383057;0.9782781984854524
20.18430233001709;0.9801514547628537
20.291450023651123;0.9816261458748505
20.398597717285156;0.9829015544041451
20.50574541091919;0.9842168194499801
20.612893104553223;0.9856117975288959
20.720040798187256;0.9870466321243523
20.82718849182129;0.987803905938621
20.934336185455322;0.9888401753686727
21.041483879089355;0.98947787963332
21.14863157272339;0.9902351534475887
21.255779266357422;0.9908330011956955
21.362926959991455;0.9914707054603428
21.47007465362549;0.9920286966919092
21.57722234725952;0.9923874053407732
21.684370040893555;0.9928258270227183
21.791517734527588;0.9933439617377441
21.89866542816162;0.9937026703866082
22.005813121795654;0.9938222399362295
22.112960815429688;0.9940613790354723
22.22010850906372;0.994380231167796
22.327256202697754;0.9947787963332004
22.434403896331787;0.9951375049820645
22.54155158996582;0.995177361498605
22.648699283599854;0.9954165005978478
22.755846977233887;0.9957353527301714
22.86299467086792;0.9959346353128736
22.970142364501953;0.9961737744121164
23.077290058135986;0.9964527700278996
23.18443775177002;0.9966520526106019
23.291585445404053;0.996931048226385
23.398733139038086;0.9970904742925468
23.50588083267212;0.9971303308090873
23.613028526306152;0.9971701873256278
23.720176219940186;0.9972499003587086
23.82732391357422;0.9974093264248705
23.934471607208252;0.9974491829414109
24.041619300842285;0.9974890394579514
24.14876699447632;0.9976086090075728
24.25591468811035;0.9976883220406536
24.363062381744385;0.9979274611398964
24.470210075378418;0.9979673176564369
24.57735776901245;0.9980071741729772
24.684505462646484;0.9980071741729772
24.791653156280518;0.9980868872060582
24.89880084991455;0.99824631327222
25.005948543548584;0.99824631327222
25.113096237182617;0.9983658828218414
25.22024393081665;0.9985253088880032
25.327391624450684;0.9985253088880032
25.434539318084717;0.9986050219210841
25.54168701171875;0.9987245914707055
25.648834705352783;0.9988043045037863
25.755982398986816;0.9988441610203268
